Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
599000.0;41.0;2;1;11;18;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;20.0
765000.0;68.0;3;0;2;3;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.6
475000.0;75.0;3;0;3;3;1930;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.8
519000.0;72.0;2;0;1;4;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.1
639000.0;65.0;3;0;2;4;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;28.9
870000.0;73.0;4;0;0;1;1918;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;8.0
319600.0;55.24;3;0;1;4;2018;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;24.5
569000.0;74.0;4;1;1;4;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.2
323600.0;54.93;3;0;2;4;2018;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;24.5
436800.0;36.4;3;0;0;3;1957;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;21.8
560000.0;64.0;3;0;2;4;1989;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.3
315000.0;19.0;1;0;0;4;1969;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;14.6
650000.0;61.36;3;1;0;2;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1.6
670000.0;66.0;3;0;3;9;2014;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.5
649000.0;45.62;2;0;1;17;2016;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15.0
499000.0;67.2;3;0;4;4;2006;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;15.9
1450000.0;82.2;3;0;10;16;2011;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.3
326600.0;55.41;3;0;4;4;2018;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;24.5
429000.0;49.8;2;0;5;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;19.9
514000.0;46.58;3;0;2;4;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.1
539000.0;68.6;3;0;2;2;1990;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;7.1
260000.0;34.9;2;0;1;3;2007;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;21.2
1100000.0;76.77;4;1;1;7;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.1
320000.0;28.35;2;0;4;4;1974;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;23.7
775000.0;75.91;3;0;1;1;1935;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.3
365000.0;23.96;1;0;10;10;1966;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.8
929000.0;62.92;3;0;2;16;2011;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.3
299000.0;25.36;1;0;3;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.7
159000.0;15.69;1;1;2;3;2016;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.5
320000.0;37.0;2;0;1;2;1936;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;20.5
349000.0;36.97;2;0;7;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.8
1249000.0;52.0;2;0;4;5;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;37.7
1480000.0;122.0;4;0;0;3;1905;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;10.7
964500.0;61.0;3;1;1;3;2021;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.6
359000.0;60.01;3;0;4;4;1985;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.4
298000.0;38.0;2;0;5;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;6.7
799000.0;72.2;3;0;1;3;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
369000.0;62.9;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;8.5
499000.0;35.1;2;0;1;3;1960;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;17.5
567312.0;45.86;2;1;7;16;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.0
870195.0;74.85;3;1;7;16;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.0
599000.0;52.47;3;0;3;10;1981;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;14.1
450000.0;60.01;3;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.3
449000.0;60.01;3;0;3;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.5
419000.0;46.34;2;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;8.7
364366.0;53.13;3;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;14.8
1600000.0;80.0;4;1;5;7;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.3
480000.0;59.4;3;0;0;4;1983;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;8.2
1010000.0;102.0;4;0;11;14;2003;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.5
430000.0;47.1;3;0;7;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.1
449328.0;65.12;3;1;0;5;2022;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;31.1
549780.0;83.3;4;1;4;5;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;31.1
1034700.0;34.49;1;0;3;3;2006;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;9.8
1099000.0;51.5;3;0;1;7;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.5
439000.0;43.0;2;0;4;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.7
474000.0;54.0;3;0;3;4;1976;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.5
560000.0;36.2;1;0;0;4;1969;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.4
895000.0;70.1;3;0;9;16;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.5
270000.0;30.0;2;0;1;3;2009;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.5
430000.0;56.0;2;0;2;5;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.2
549000.0;54.1;2;0;2;6;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.9
419000.0;50.8;2;0;1;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.1
477000.0;53.0;2;0;9;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;8.5
539000.0;64.0;4;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.4
223685.0;45.65;3;1;3;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
227500.0;45.5;3;1;2;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
780000.0;76.88;4;0;1;4;2014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.4
232050.0;45.5;3;1;1;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
207162.0;40.62;2;1;0;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
450000.0;60.01;3;0;2;3;1987;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
171207.0;33.57;2;1;3;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
360000.0;40.6;2;0;0;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3.6
310000.0;21.98;1;0;8;9;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.9
170716.0;32.83;2;1;2;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
265000.0;17.0;1;0;2;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;13.7
175136.0;33.68;2;1;2;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
177921.0;33.57;2;1;1;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
425000.0;55.3;2;0;1;4;1953;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.9
207162.0;40.62;2;1;0;3;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;30.3
734300.0;61.35;2;0;2;2;1910;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.4
380000.0;43.5;2;0;3;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.3
759000.0;78.1;4;0;3;4;1910;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.2
480000.0;48.0;2;0;4;4;1955;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;17.4
1020000.0;91.4;3;0;8;8;2003;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.9
640000.0;63.0;4;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4.4
936250.0;74.9;3;0;1;5;2009;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;13.3
639000.0;111.17;4;1;2;2;2020;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;13.6
465000.0;41.0;2;0;10;10;1973;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;12.7
540000.0;47.0;3;0;9;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;13.6
319000.0;32.47;1;0;0;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;4.4
429000.0;59.61;3;0;3;4;1983;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.2
419000.0;48.5;2;0;1;3;2012;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12.2
450000.0;46.0;2;0;0;2;1923;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;20.5
1500000.0;77.1;4;0;2;2;1920;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;9.4
415000.0;52.5;3;0;4;4;1990;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.1
709000.0;51.84;3;0;2;2;1914;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;13.8
470000.0;67.0;3;0;6;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.5
739000.0;46.0;2;0;3;3;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.5
820000.0;93.0;3;0;1;3;1947;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;17.6
470000.0;66.67;3;0;6;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.0
430000.0;46.7;2;0;4;4;2017;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.0
910000.0;99.4;3;0;0;3;1910;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.2
525000.0;46.7;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;12.1
580000.0;53.0;2;0;2;3;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;10.4
699000.0;59.66;3;0;2;4;1985;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.1
589000.0;51.2;3;0;1;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.9
881000.0;55.39;3;1;1;3;2021;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.6
584000.0;37.0;2;1;0;3;2021;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.6
429000.0;34.0;1;0;0;2;1946;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.5
689000.0;60.0;3;0;3;4;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.2
689000.0;60.0;3;0;1;3;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.2
1100000.0;144.0;5;0;3;3;2014;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
360000.0;46.3;2;0;8;10;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;19.9
487000.0;56.0;3;0;4;4;1930;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
679000.0;79.5;3;0;2;3;2008;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.8
1799000.0;79.0;3;0;4;5;2017;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.8
597000.0;54.73;2;0;3;4;1950;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.1
944000.0;100.7;4;0;3;3;1906;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;37.2
477000.0;53.0;2;0;9;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.7
750000.0;48.11;2;0;0;3;2017;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.2
1180000.0;95.0;3;0;1;2;2001;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.5
459000.0;73.53;4;1;5;5;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;15.0
295000.0;46.65;3;1;0;4;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;15.0
515000.0;82.59;4;1;4;4;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;15.0
455000.0;76.0;4;1;0;1;2023;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;14.0
333000.0;51.25;3;1;2;3;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;13.5
480000.0;46.68;3;1;3;3;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
514900.0;45.0;2;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;15.0
1699000.0;93.0;3;0;0;2;1903;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;11.2
477000.0;58.39;3;0;0;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.5
1498000.0;49.54;1;0;4;5;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.8
550000.0;44.5;2;0;6;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.6
1000000.0;47.0;2;1;11;17;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;16.6
330000.0;39.19;2;0;4;4;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.7
410000.0;53.35;3;0;0;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.7
1450000.0;74.0;3;0;2;3;1920;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;9.0
750000.0;42.07;2;0;4;4;1973;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;10.9
660000.0;79.0;3;0;0;2;2016;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.4
483427.5;74.95;4;1;3;4;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;14.2
375000.0;40.4;2;0;1;2;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.4
849000.0;39.4;2;0;1;2;2002;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;11.0
889000.0;102.0;3;0;3;3;1914;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.1
599000.0;66.08;3;0;2;2;1950;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;18.4
430000.0;33.15;2;0;3;3;1898;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.9
633004.0;49.41;3;1;1;3;2022;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;6.8
499000.0;50.0;3;0;3;8;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;14.2
699000.0;54.2;2;0;7;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
469000.0;49.3;2;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;19.9
349000.0;46.05;2;0;2;2;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.5
629000.0;49.0;2;0;0;4;1955;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.3
694000.0;78.5;2;0;2;2;1905;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;19.8
319000.0;32.5;1;0;1;2;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;14.2
504730.0;59.38;4;1;1;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.5
360000.0;27.0;1;0;3;4;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;14.6
504730.0;59.38;3;1;1;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.5
478000.0;36.8;2;0;3;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;14.3
1175658.0;83.38;4;0;0;2;2022;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2.7
650000.0;64.0;3;1;1;2;2022;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;15.7
1795000.0;108.15;4;1;10;12;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;13.9
640000.0;68.0;3;0;0;2;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.1
420000.0;38.0;2;0;7;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;15.0
425000.0;38.0;2;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;13.7
769000.0;65.8;4;0;1;3;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.4
389000.0;29.2;1;0;1;3;1936;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;22.1
1500000.0;83.0;4;0;3;3;1926;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;10.8
700000.0;126.4;5;0;4;4;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.5
843000.0;60.22;3;1;0;2;2023;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;4.7
699000.0;72.44;3;0;3;4;1994;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
1795831.0;108.15;4;0;10;12;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;14.9
1398908.0;68.73;3;1;11;12;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;14.9
1990858.0;108.18;4;0;11;12;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;14.9
519000.0;66.3;3;0;3;4;1996;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;10.8
699000.0;47.0;3;0;8;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.0
599000.0;62.0;3;0;8;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;19.9
465000.0;63.68;3;0;4;4;1989;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;11.2
699000.0;62.44;3;0;0;2;1912;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;34.5
490000.0;46.0;3;0;3;10;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.2
289000.0;37.5;1;0;3;3;2008;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.2
420000.0;53.35;3;0;0;11;1973;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.3
1062120.0;88.51;4;1;1;3;2023;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;27.5
1155250.0;92.42;5;1;1;3;2023;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;27.5
1086405.0;94.47;5;1;2;3;2023;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;27.5
349999.0;55.4;2;0;0;3;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.7
474999.0;64.0;3;0;0;2;2007;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;13.2
620000.0;61.7;3;0;1;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.4
364000.0;49.63;3;0;2;2;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;20.4
380000.0;60.01;3;0;4;4;1982;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.4
295000.0;46.65;2;0;1;1;1930;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.5
533644.0;42.26;2;1;7;16;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.0
455547.0;38.27;2;1;3;16;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.0
569886.0;46.08;2;1;7;16;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.0
445000.0;37.0;2;0;9;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;12.8
550000.0;51.8;2;0;5;10;1990;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.1
395000.0;29.6;1;0;1;1;1954;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;18.5
585000.0;79.0;3;0;3;3;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.9
515000.0;40.4;2;0;2;3;1958;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.9
495000.0;46.0;2;0;1;4;1930;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.1
510000.0;63.0;3;0;2;2;2014;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.4
1285000.0;78.0;4;0;11;12;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.1
990000.0;68.99;3;0;4;6;2013;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
820000.0;69.29;3;0;1;4;2016;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.3
675000.0;86.9;4;0;3;4;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;9.4
505000.0;60.01;3;0;3;4;1988;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.5
480000.0;45.1;2;0;3;4;2008;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.0
990000.0;84.06;4;0;5;5;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;18.9
1730000.0;121.0;5;0;1;3;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.1
399000.0;59.72;3;0;2;3;1990;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.8
695000.0;58.1;3;1;1;7;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;20.7
365000.0;30.0;1;0;5;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;15.0
470000.0;42.0;2;0;2;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;14.1
1150000.0;81.2;4;0;0;8;2003;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3.0
430000.0;54.0;3;0;2;2;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.4
567000.0;54.17;2;0;4;5;2019;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;8.5
289000.0;44.48;3;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;21.1
299000.0;43.28;3;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;21.1
736485.0;66.35;4;1;3;3;2022;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;6.8
246000.0;35.46;2;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;21.1
439000.0;62.9;3;0;4;4;1976;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.8
299000.0;44.7;3;1;0;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;21.1
