Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;API_Google_Distance
295000.0;45.9;2;0;6;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10.1
299000.0;37.4;1;0;9;24.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4.5
315000.0;39.25;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
242000.0;51.15;2;0;3;3.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;13.2
195000.0;37.0;2;0;3;4.0;1974.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;19.5
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
666774.0;65.37;3;1;5;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
450000.0;79.02;4;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;48.6
430000.0;71.33;3;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;48.6
200000.0;96.44;5;0;1;2.0;1920.0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;10.1
363000.0;72.8;3;0;2;3.0;1989.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;11.0
207000.0;47.0;3;0;3;3.0;1962.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
280000.0;47.5;2;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;17.1
269000.0;53.06;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.1
275000.0;49.0;2;0;5;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;14.3
220000.0;40.0;2;0;2;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;14.7
329000.0;62.0;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
240000.0;49.0;3;0;3;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12.6
150000.0;28.82;1;0;2;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;12.6
220000.0;48.0;3;0;1;3.0;1962.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;14.4
219000.0;47.0;2;0;0;4.0;1974.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;14.6
220000.0;45.9;2;0;3;4.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;24.0
209000.0;53.0;2;0;2;3.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;8.0
275000.0;36.5;2;0;3;5.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1.7
315000.0;57.0;3;0;2;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.5
788625.0;63.09;3;0;4;11.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
419510.0;64.54;4;1;2;3.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0.0
430000.0;97.0;4;0;1;3.0;1920.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;13.1
270000.0;48.0;3;0;1;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;9.6
389000.0;67.0;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;24.9
139000.0;28.8;1;0;0;4.0;1984.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;11.2
423000.0;53.0;3;0;2;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;15.3
194000.0;32.45;2;0;7;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;103.0
223000.0;48.35;2;0;4;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.8
380000.0;70.5;3;0;0;3.0;1960.0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.2
464000.0;90.7;5;0;1;3.0;1921.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2.4
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
481572.0;57.33;3;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
648160.0;81.02;4;1;2;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
223200.0;36.0;2;1;2;3.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;7.3
249000.0;88.0;5;0;0;9.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;21.1
289000.0;49.0;3;0;1;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.3
269000.0;50.0;3;0;6;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;23.9
699000.0;75.0;4;0;1;4.0;2011.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.4
78150.0;26.0;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;10.9
189000.0;29.0;1;0;4;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;10.6
329000.0;62.47;3;0;0;11.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;7.0
275000.0;56.8;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;15.9
248700.0;53.5;3;0;9;11.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.5
429000.0;47.0;2;0;3;4.0;2019.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;12.9
228888.0;37.0;1;0;0;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.2
219000.0;42.0;2;0;1;3.0;2012.0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;17.4
312040.0;53.8;2;0;3;3.0;1986.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;7.0
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
259000.0;63.0;3;0;0;4.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;9.8
262245.31;29.03;1;1;1;5.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0.8
420157.0;62.71;3;1;1;1.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;13.0
249000.0;52.7;3;0;1;4.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;16.2
620000.0;70.0;4;1;4;16.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.7
335000.0;55.91;2;1;1;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;9.9
330000.0;55.56;2;1;2;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;9.9
655000.0;126.23;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
600000.0;116.16;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
610000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
350124.0;48.5;3;1;0;4.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;17.0
420000.0;60.0;3;0;0;3.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;22.8
229000.0;50.0;2;0;2;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;10.5
404327.0;45.43;2;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
350100.0;38.9;2;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
305000.0;61.0;3;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.8
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
350000.0;46.48;3;0;2;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2.4
410000.0;57.43;3;0;3;3.0;2015.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;15.2
354000.0;52.11;3;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.2
313000.0;44.56;2;1;1;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.2
278000.0;38.61;2;1;1;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.2
222000.0;29.56;1;1;2;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.2
708000.0;82.41;4;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
544000.0;68.04;4;1;2;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
506000.0;56.91;3;1;5;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
388000.0;42.67;2;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
350000.0;38.9;2;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
264000.0;27.27;1;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.5
491000.0;53.14;3;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
399000.0;40.13;2;1;5;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
377000.0;32.67;2;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
333000.0;28.87;1;1;4;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
239000.0;43.95;2;0;1;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;22.0
420000.0;66.0;3;0;2;3.0;1983.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.7
650000.0;80.0;3;0;1;2.0;2013.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;12.4
340000.0;58.0;3;0;10;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;12.0
346000.0;110.9;3;0;2;4.0;1906.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;21.1
299000.0;52.0;2;0;1;3.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;20.2
317000.0;54.7;3;0;3;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;24.6
269000.0;57.76;3;0;9;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;16.2
210000.0;42.2;2;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.2
395000.0;44.0;2;0;1;4.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6.6
199000.0;52.0;2;0;2;2.0;2005.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;19.4
399000.0;74.0;4;0;0;4.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;10.5
369000.0;61.1;3;0;8;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;5.2
527760.0;65.97;3;1;2;7.0;1958.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;6.7
399000.0;62.0;3;0;7;10.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.0
449000.0;64.0;3;0;11;18.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.8
375000.0;53.0;3;0;9;10.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;10.0
339914.0;54.74;2;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;27.8
475000.0;73.0;3;0;1;1.0;2011.0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;21.8
587000.0;85.13;4;1;4;11.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.9
456000.0;62.48;3;1;2;11.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.9
370000.0;53.72;2;1;2;11.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.9
320000.0;46.9;2;1;3;4.0;1972.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.6
839000.0;92.3;4;1;5;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
700000.0;80.2;4;1;4;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
410000.0;70.0;3;0;0;1.0;1960.0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;16.8
615000.0;62.2;3;1;1;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
392000.0;43.5;2;1;4;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
488000.0;52.25;3;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
379000.0;37.35;2;1;2;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
353000.0;30.87;2;1;2;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
410000.0;62.0;3;0;2;2.0;1910.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;8.1
367000.0;35.9;2;1;9;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
269000.0;73.0;4;0;0;4.0;70.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.8
328000.0;62.83;3;0;0;4.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;27.4
114900.0;29.05;1;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;19.2
525000.0;75.0;3;0;3;4.0;1989.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19.0
179000.0;38.38;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;22.0
249000.0;38.5;2;0;9;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;11.0
219000.0;37.5;2;0;5;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8.7
149000.0;57.0;2;0;1;1.0;1950.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;24.4
361273.0;37.2;2;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
471263.0;50.96;3;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
210000.0;37.7;1;0;1;3.0;1959.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.6
378065.0;33.03;2;1;11;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
377263.0;32.67;2;1;6;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
364045.0;37.6;2;1;4;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
299372.0;25.92;1;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
399000.0;71.08;3;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;22.2
758700.0;84.3;4;1;1;3.0;2019.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.2
672790.0;70.82;3;1;1;3.0;2019.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.2
620000.0;104.83;3;0;2;4.0;1923.0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;10.2
330000.0;55.56;2;1;2;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;9.9
335000.0;55.91;2;1;1;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;9.9
635000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
610000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
171150.0;29.5;2;1;5;5.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;16.5
620000.0;116.16;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
610000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
620000.0;116.16;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
375000.0;60.0;3;1;0;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;9.3
530000.0;73.3;4;0;3;7.0;1950.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1.7
243000.0;51.0;2;0;10;11.0;1979.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;11.6
200000.0;48.0;2;0;0;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;11.7
284900.0;65.0;3;0;0;2.0;1960.0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;39.7
179999.0;46.85;2;0;2;4.0;1958.0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;41.7
195000.0;41.0;2;0;1;2.0;1965.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;3.3
293000.0;42.44;2;0;3;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;23.1
347000.0;51.3;2;0;3;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.6
239000.0;38.0;2;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;13.7
220000.0;43.0;2;0;3;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8.9
265000.0;55.0;3;0;2;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8.7
325000.0;46.0;2;0;3;4.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;23.9
519861.7;76.48;3;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
530258.5;76.48;3;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
376213.6;53.09;2;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
363442.6;50.94;2;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
724567.68;109.12;4;1;3;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
325659.0;48.0;2;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
724567.68;109.12;4;1;3;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
356957.6;53.09;2;1;0;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
479954.0;76.5;3;1;2;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
426335.24;67.79;3;1;2;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
426335.24;67.79;3;1;2;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
479892.44;76.49;3;1;2;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
441511.2;71.9;3;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
329684.96;53.02;2;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
329684.96;53.02;2;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
409300.0;71.9;3;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
441511.2;71.9;3;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.4
359000.0;76.0;3;0;0;3.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;13.8
670000.0;75.0;4;0;0;1.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6.3
379000.0;49.0;3;0;7;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3.2
440000.0;68.0;2;0;2;3.0;1950.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1.9
265000.0;50.7;3;0;6;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10.3
333232.0;28.87;1;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
488343.0;52.25;3;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
471210.0;50.96;3;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
361212.0;35.96;2;1;2;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
379340.0;37.99;2;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
505340.0;54.11;4;1;9;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
356230.0;37.31;2;1;0;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
150000.0;23.85;1;0;0;2.0;1969.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;43.2
378675.0;50.49;3;1;1;11.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.9
255000.0;50.0;2;0;3;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;19.5
472232.0;55.8;2;0;1;5.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
395000.0;96.55;4;0;1;4.0;1926.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;16.5
227000.0;38.0;2;0;1;4.0;1930.0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;10.5
239000.0;55.0;3;0;3;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;20.3
175000.0;38.3;2;0;2;2.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;20.3
380000.0;34.0;1;0;2;15.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.7
205000.0;34.0;2;0;2;10.0;1969.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;24.4
437328.0;60.74;3;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;24.7
77500.0;70.05;3;0;3;4.0;1910.0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;13.1
329000.0;64.71;3;0;4;4.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
315000.0;39.25;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
380000.0;74.24;4;0;0;2.0;1981.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;48.7
433632.0;90.34;4;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
446256.0;92.97;4;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
375100.0;75.02;3;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
421008.0;75.18;4;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
425696.0;80.32;4;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
363912.0;61.68;3;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;44.5
222000.0;40.0;2;0;3;3.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;13.8
222439.0;29.56;1;1;1;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
195000.0;36.6;2;0;1;10.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;11.3
330000.0;51.0;2;0;3;3.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;8.0
289000.0;35.0;1;0;1;4.0;1950.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1.8
